aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
82.0,175.1,2022-07-28:15,12.0,48.0,43.0,27.0,3.0,2022-07-28T22:00:00,2022-07-28T15:00:00,1659020400
74.0,151.7,2022-07-28:14,10.3,52.3,37.7,23.33,3.0,2022-07-28T21:00:00,2022-07-28T14:00:00,1659016800
67.0,128.4,2022-07-28:13,8.7,56.7,32.3,19.67,3.0,2022-07-28T20:00:00,2022-07-28T13:00:00,1659013200
59.0,105.0,2022-07-28:12,7.0,61.0,27.0,16.0,3.0,2022-07-28T19:00:00,2022-07-28T12:00:00,1659009600
56.0,89.9,2022-07-28:11,5.0,66.0,25.3,15.0,3.7,2022-07-28T18:00:00,2022-07-28T11:00:00,1659006000
54.0,74.7,2022-07-28:10,3.0,71.0,23.7,14.0,4.3,2022-07-28T17:00:00,2022-07-28T10:00:00,1659002400
52.0,59.5,2022-07-28:09,1.0,76.0,22.0,13.0,5.0,2022-07-28T16:00:00,2022-07-28T09:00:00,1658998800
56.0,61.7,2022-07-28:08,1.0,80.7,25.3,15.0,5.7,2022-07-28T15:00:00,2022-07-28T08:00:00,1658995200
61.0,63.8,2022-07-28:07,1.0,85.3,28.7,17.0,6.3,2022-07-28T14:00:00,2022-07-28T07:00:00,1658991600
65.0,65.9,2022-07-28:06,1.0,90.0,32.0,19.0,7.0,2022-07-28T13:00:00,2022-07-28T06:00:00,1658988000
69.0,78.6,2022-07-28:05,1.3,96.7,35.7,21.0,8.7,2022-07-28T12:00:00,2022-07-28T05:00:00,1658984400
74.0,91.2,2022-07-28:04,1.7000000000000002,103.3,39.3,23.0,10.3,2022-07-28T11:00:00,2022-07-28T04:00:00,1658980800
78.0,103.9,2022-07-28:03,2.0,110.0,43.0,25.0,12.0,2022-07-28T10:00:00,2022-07-28T03:00:00,1658977200
91.0,152.5,2022-07-28:02,4.7,86.7,49.7,31.0,8.7,2022-07-28T09:00:00,2022-07-28T02:00:00,1658973600
104.0,201.1,2022-07-28:01,7.3,63.3,56.3,37.0,5.3,2022-07-28T08:00:00,2022-07-28T01:00:00,1658970000
121.0,249.8,2022-07-28:00,10.0,40.0,63.0,43.0,2.0,2022-07-28T07:00:00,2022-07-28T00:00:00,1658966400
114.0,227.6,2022-07-27:23,8.0,48.0,60.3,40.67,3.0,2022-07-28T06:00:00,2022-07-27T23:00:00,1658962800
108.0,205.4,2022-07-27:22,6.0,56.0,57.7,38.33,4.0,2022-07-28T05:00:00,2022-07-27T22:00:00,1658959200
102.0,183.3,2022-07-27:21,4.0,64.0,55.0,36.0,5.0,2022-07-28T04:00:00,2022-07-27T21:00:00,1658955600
109.0,202.9,2022-07-27:20,5.7,62.0,59.0,38.67,5.0,2022-07-28T03:00:00,2022-07-27T20:00:00,1658952000
116.0,222.5,2022-07-27:19,7.3,60.0,63.0,41.33,5.0,2022-07-28T02:00:00,2022-07-27T19:00:00,1658948400
123.0,242.2,2022-07-27:18,9.0,58.0,67.0,44.0,5.0,2022-07-28T01:00:00,2022-07-27T18:00:00,1658944800
122.0,239.7,2022-07-27:17,10.0,65.3,66.7,43.67,5.7,2022-07-28T00:00:00,2022-07-27T17:00:00,1658941200
121.0,237.1,2022-07-27:16,11.0,72.7,66.3,43.33,6.3,2022-07-27T23:00:00,2022-07-27T16:00:00,1658937600
121.0,234.6,2022-07-27:15,12.0,80.0,66.0,43.0,7.0,2022-07-27T22:00:00,2022-07-27T15:00:00,1658934000
114.0,218.3,2022-07-27:14,12.0,82.3,62.7,40.67,7.3,2022-07-27T21:00:00,2022-07-27T14:00:00,1658930400
108.0,201.9,2022-07-27:13,12.0,84.7,59.3,38.33,7.7,2022-07-27T20:00:00,2022-07-27T13:00:00,1658926800
102.0,185.6,2022-07-27:12,12.0,87.0,56.0,36.0,8.0,2022-07-27T19:00:00,2022-07-27T12:00:00,1658923200
96.0,162.6,2022-07-27:11,8.7,100.7,52.3,33.33,10.0,2022-07-27T18:00:00,2022-07-27T11:00:00,1658919600
90.0,139.7,2022-07-27:10,5.3,114.3,48.7,30.67,12.0,2022-07-27T17:00:00,2022-07-27T10:00:00,1658916000
85.0,116.7,2022-07-27:09,2.0,128.0,45.0,28.0,14.0,2022-07-27T16:00:00,2022-07-27T09:00:00,1658912400
88.0,120.8,2022-07-27:08,1.7000000000000002,131.3,47.3,29.67,17.3,2022-07-27T15:00:00,2022-07-27T08:00:00,1658908800
92.0,124.9,2022-07-27:07,1.3,134.7,49.7,31.33,20.7,2022-07-27T14:00:00,2022-07-27T07:00:00,1658905200
95.0,129.0,2022-07-27:06,1.0,138.0,52.0,33.0,24.0,2022-07-27T13:00:00,2022-07-27T06:00:00,1658901600
92.0,128.0,2022-07-27:05,1.3,130.0,49.7,31.33,21.0,2022-07-27T12:00:00,2022-07-27T05:00:00,1658898000
88.0,127.0,2022-07-27:04,1.7000000000000002,122.0,47.3,29.67,18.0,2022-07-27T11:00:00,2022-07-27T04:00:00,1658894400
85.0,126.1,2022-07-27:03,2.0,114.0,45.0,28.0,15.0,2022-07-27T10:00:00,2022-07-27T03:00:00,1658890800
83.0,136.2,2022-07-27:02,3.7,92.0,42.7,27.33,11.3,2022-07-27T09:00:00,2022-07-27T02:00:00,1658887200
82.0,146.3,2022-07-27:01,5.3,70.0,40.3,26.67,7.7,2022-07-27T08:00:00,2022-07-27T01:00:00,1658883600
80.0,156.4,2022-07-27:00,7.0,48.0,38.0,26.0,4.0,2022-07-27T07:00:00,2022-07-27T00:00:00,1658880000
89.0,153.1,2022-07-26:23,6.0,49.0,44.3,30.0,3.7,2022-07-27T06:00:00,2022-07-26T23:00:00,1658876400
98.0,149.8,2022-07-26:22,5.0,50.0,50.7,34.0,3.3,2022-07-27T05:00:00,2022-07-26T22:00:00,1658872800
107.0,146.5,2022-07-26:21,4.0,51.0,57.0,38.0,3.0,2022-07-27T04:00:00,2022-07-26T21:00:00,1658869200
102.0,139.7,2022-07-26:20,4.7,57.0,54.3,36.0,3.0,2022-07-27T03:00:00,2022-07-26T20:00:00,1658865600
98.0,132.9,2022-07-26:19,5.3,63.0,51.7,34.0,3.0,2022-07-27T02:00:00,2022-07-26T19:00:00,1658862000
93.0,126.1,2022-07-26:18,6.0,69.0,49.0,32.0,3.0,2022-07-27T01:00:00,2022-07-26T18:00:00,1658858400
93.0,137.1,2022-07-26:17,7.3,67.0,48.7,32.0,3.0,2022-07-27T00:00:00,2022-07-26T17:00:00,1658854800
93.0,148.2,2022-07-26:16,8.7,65.0,48.3,32.0,3.0,2022-07-26T23:00:00,2022-07-26T16:00:00,1658851200
93.0,159.3,2022-07-26:15,10.0,63.0,48.0,32.0,3.0,2022-07-26T22:00:00,2022-07-26T15:00:00,1658847600
88.0,151.2,2022-07-26:14,10.0,65.0,44.3,29.67,3.0,2022-07-26T21:00:00,2022-07-26T14:00:00,1658844000
83.0,143.0,2022-07-26:13,10.0,67.0,40.7,27.33,3.0,2022-07-26T20:00:00,2022-07-26T13:00:00,1658840400
78.0,134.8,2022-07-26:12,10.0,69.0,37.0,25.0,3.0,2022-07-26T19:00:00,2022-07-26T12:00:00,1658836800
73.0,116.7,2022-07-26:11,7.0,76.7,33.7,22.67,3.0,2022-07-26T18:00:00,2022-07-26T11:00:00,1658833200
68.0,98.6,2022-07-26:10,4.0,84.3,30.3,20.33,3.0,2022-07-26T17:00:00,2022-07-26T10:00:00,1658829600
63.0,80.5,2022-07-26:09,1.0,92.0,27.0,18.0,3.0,2022-07-26T16:00:00,2022-07-26T09:00:00,1658826000
64.0,80.5,2022-07-26:08,1.0,91.0,28.0,18.33,3.0,2022-07-26T15:00:00,2022-07-26T08:00:00,1658822400
64.0,80.5,2022-07-26:07,1.0,90.0,29.0,18.67,3.0,2022-07-26T14:00:00,2022-07-26T07:00:00,1658818800
65.0,80.5,2022-07-26:06,1.0,89.0,30.0,19.0,3.0,2022-07-26T13:00:00,2022-07-26T06:00:00,1658815200
63.0,85.8,2022-07-26:05,1.0,86.3,28.3,18.0,3.7,2022-07-26T12:00:00,2022-07-26T05:00:00,1658811600
61.0,91.0,2022-07-26:04,1.0,83.7,26.7,17.0,4.3,2022-07-26T11:00:00,2022-07-26T04:00:00,1658808000
59.0,96.3,2022-07-26:03,1.0,81.0,25.0,16.0,5.0,2022-07-26T10:00:00,2022-07-26T03:00:00,1658804400
75.0,132.1,2022-07-26:02,3.7,67.7,35.7,23.67,4.0,2022-07-26T09:00:00,2022-07-26T02:00:00,1658800800
92.0,167.9,2022-07-26:01,6.3,54.3,46.3,31.33,3.0,2022-07-26T08:00:00,2022-07-26T01:00:00,1658797200
110.0,203.7,2022-07-26:00,9.0,41.0,57.0,39.0,2.0,2022-07-26T07:00:00,2022-07-26T00:00:00,1658793600
88.0,165.0,2022-07-25:23,6.7,43.0,43.3,29.67,1.3,2022-07-26T06:00:00,2022-07-25T23:00:00,1658790000
68.0,126.3,2022-07-25:22,4.3,45.0,29.7,20.33,0.7000000000000001,2022-07-26T05:00:00,2022-07-25T22:00:00,1658786400
46.0,87.5,2022-07-25:21,2.0,47.0,16.0,11.0,0.0,2022-07-26T04:00:00,2022-07-25T21:00:00,1658782800
46.0,92.0,2022-07-25:20,2.7,47.0,16.0,11.0,0.0,2022-07-26T03:00:00,2022-07-25T20:00:00,1658779200
46.0,96.5,2022-07-25:19,3.3,47.0,16.0,11.0,0.0,2022-07-26T02:00:00,2022-07-25T19:00:00,1658775600
46.0,101.0,2022-07-25:18,4.0,47.0,16.0,11.0,0.0,2022-07-26T01:00:00,2022-07-25T18:00:00,1658772000
53.0,111.5,2022-07-25:17,5.3,47.0,19.0,13.33,0.0,2022-07-26T00:00:00,2022-07-25T17:00:00,1658768400
58.0,122.0,2022-07-25:16,6.7,47.0,22.0,15.67,0.0,2022-07-25T23:00:00,2022-07-25T16:00:00,1658764800
63.0,132.5,2022-07-25:15,8.0,47.0,25.0,18.0,0.0,2022-07-25T22:00:00,2022-07-25T15:00:00,1658761200
64.0,128.6,2022-07-25:14,8.3,50.7,26.3,18.67,0.30000000000000004,2022-07-25T21:00:00,2022-07-25T14:00:00,1658757600
66.0,124.7,2022-07-25:13,8.7,54.3,27.7,19.33,0.7000000000000001,2022-07-25T20:00:00,2022-07-25T13:00:00,1658754000
67.0,120.8,2022-07-25:12,9.0,58.0,29.0,20.0,1.0,2022-07-25T19:00:00,2022-07-25T12:00:00,1658750400
64.0,106.2,2022-07-25:11,6.7,66.7,27.7,18.67,1.0,2022-07-25T18:00:00,2022-07-25T11:00:00,1658746800
62.0,91.6,2022-07-25:10,4.3,75.3,26.3,17.33,1.0,2022-07-25T17:00:00,2022-07-25T10:00:00,1658743200
59.0,77.0,2022-07-25:09,2.0,84.0,25.0,16.0,1.0,2022-07-25T16:00:00,2022-07-25T09:00:00,1658739600
59.0,77.8,2022-07-25:08,1.7000000000000002,87.7,25.0,16.0,1.3,2022-07-25T15:00:00,2022-07-25T08:00:00,1658736000
59.0,78.6,2022-07-25:07,1.3,91.3,25.0,16.0,1.7000000000000002,2022-07-25T14:00:00,2022-07-25T07:00:00,1658732400
59.0,79.4,2022-07-25:06,1.0,95.0,25.0,16.0,2.0,2022-07-25T13:00:00,2022-07-25T06:00:00,1658728800
59.0,82.7,2022-07-25:05,1.3,93.7,25.0,16.0,2.7,2022-07-25T12:00:00,2022-07-25T05:00:00,1658725200
59.0,86.0,2022-07-25:04,1.7000000000000002,92.3,25.0,16.0,3.3,2022-07-25T11:00:00,2022-07-25T04:00:00,1658721600
59.0,89.3,2022-07-25:03,2.0,91.0,25.0,16.0,4.0,2022-07-25T10:00:00,2022-07-25T03:00:00,1658718000
71.0,114.2,2022-07-25:02,4.0,74.0,32.7,21.67,3.7,2022-07-25T09:00:00,2022-07-25T02:00:00,1658714400
83.0,139.1,2022-07-25:01,6.0,57.0,40.3,27.33,3.3,2022-07-25T08:00:00,2022-07-25T01:00:00,1658710800
95.0,164.0,2022-07-25:00,8.0,40.0,48.0,33.0,3.0,2022-07-25T07:00:00,2022-07-25T00:00:00,1658707200
84.0,151.0,2022-07-24:23,7.3,35.7,40.3,27.67,2.0,2022-07-25T06:00:00,2022-07-24T23:00:00,1658703600
72.0,137.9,2022-07-24:22,6.7,31.3,32.7,22.33,1.0,2022-07-25T05:00:00,2022-07-24T22:00:00,1658700000
61.0,124.9,2022-07-24:21,6.0,27.0,25.0,17.0,0.0,2022-07-25T04:00:00,2022-07-24T21:00:00,1658696400
63.0,128.2,2022-07-24:20,7.0,28.0,26.7,18.0,0.30000000000000004,2022-07-25T03:00:00,2022-07-24T20:00:00,1658692800
65.0,131.5,2022-07-24:19,8.0,29.0,28.3,19.0,0.7000000000000001,2022-07-25T02:00:00,2022-07-24T19:00:00,1658689200
67.0,134.8,2022-07-24:18,9.0,30.0,30.0,20.0,1.0,2022-07-25T01:00:00,2022-07-24T18:00:00,1658685600
64.0,129.9,2022-07-24:17,8.7,31.7,27.7,18.67,1.0,2022-07-25T00:00:00,2022-07-24T17:00:00,1658682000
62.0,125.1,2022-07-24:16,8.3,33.3,25.3,17.33,1.0,2022-07-24T23:00:00,2022-07-24T16:00:00,1658678400
59.0,120.2,2022-07-24:15,8.0,35.0,23.0,16.0,1.0,2022-07-24T22:00:00,2022-07-24T15:00:00,1658674800
57.0,111.9,2022-07-24:14,8.0,38.7,22.0,15.33,1.0,2022-07-24T21:00:00,2022-07-24T14:00:00,1658671200
56.0,103.5,2022-07-24:13,8.0,42.3,21.0,14.67,1.0,2022-07-24T20:00:00,2022-07-24T13:00:00,1658667600
54.0,95.1,2022-07-24:12,8.0,46.0,20.0,14.0,1.0,2022-07-24T19:00:00,2022-07-24T12:00:00,1658664000
51.0,81.9,2022-07-24:11,5.7,54.3,18.7,12.67,1.3,2022-07-24T18:00:00,2022-07-24T11:00:00,1658660400
47.0,68.7,2022-07-24:10,3.3,62.7,17.3,11.33,1.7000000000000002,2022-07-24T17:00:00,2022-07-24T10:00:00,1658656800
42.0,55.4,2022-07-24:09,1.0,71.0,16.0,10.0,2.0,2022-07-24T16:00:00,2022-07-24T09:00:00,1658653200
42.0,55.4,2022-07-24:08,1.0,70.7,16.0,10.0,2.0,2022-07-24T15:00:00,2022-07-24T08:00:00,1658649600
42.0,55.4,2022-07-24:07,1.0,70.3,16.0,10.0,2.0,2022-07-24T14:00:00,2022-07-24T07:00:00,1658646000
42.0,55.4,2022-07-24:06,1.0,70.0,16.0,10.0,2.0,2022-07-24T13:00:00,2022-07-24T06:00:00,1658642400
46.0,64.0,2022-07-24:05,1.3,70.7,17.0,11.0,2.3,2022-07-24T12:00:00,2022-07-24T05:00:00,1658638800
50.0,72.6,2022-07-24:04,1.7000000000000002,71.3,18.0,12.0,2.7,2022-07-24T11:00:00,2022-07-24T04:00:00,1658635200
52.0,81.1,2022-07-24:03,2.0,72.0,19.0,13.0,3.0,2022-07-24T10:00:00,2022-07-24T03:00:00,1658631600
64.0,110.5,2022-07-24:02,3.7,61.3,27.0,18.33,3.0,2022-07-24T09:00:00,2022-07-24T02:00:00,1658628000
75.0,139.9,2022-07-24:01,5.3,50.7,35.0,23.67,3.0,2022-07-24T08:00:00,2022-07-24T01:00:00,1658624400
87.0,169.2,2022-07-24:00,7.0,40.0,43.0,29.0,3.0,2022-07-24T07:00:00,2022-07-24T00:00:00,1658620800
85.0,155.2,2022-07-23:23,7.0,37.7,41.3,28.0,2.7,2022-07-24T06:00:00,2022-07-23T23:00:00,1658617200
82.0,141.2,2022-07-23:22,7.0,35.3,39.7,27.0,2.3,2022-07-24T05:00:00,2022-07-23T22:00:00,1658613600
80.0,127.2,2022-07-23:21,7.0,33.0,38.0,26.0,2.0,2022-07-24T04:00:00,2022-07-23T21:00:00,1658610000
83.0,146.1,2022-07-23:20,9.3,31.7,40.3,27.33,2.0,2022-07-24T03:00:00,2022-07-23T20:00:00,1658606400
86.0,165.0,2022-07-23:19,11.7,30.3,42.7,28.67,2.0,2022-07-24T02:00:00,2022-07-23T19:00:00,1658602800
89.0,183.8,2022-07-23:18,14.0,29.0,45.0,30.0,2.0,2022-07-24T01:00:00,2022-07-23T18:00:00,1658599200
92.0,204.8,2022-07-23:17,17.7,24.7,47.0,31.67,1.7000000000000002,2022-07-24T00:00:00,2022-07-23T17:00:00,1658595600
96.0,225.9,2022-07-23:16,21.3,20.3,49.0,33.33,1.3,2022-07-23T23:00:00,2022-07-23T16:00:00,1658592000
100.0,246.9,2022-07-23:15,25.0,16.0,51.0,35.0,1.0,2022-07-23T22:00:00,2022-07-23T15:00:00,1658588400
87.0,208.9,2022-07-23:14,21.7,18.7,43.0,29.33,0.7000000000000001,2022-07-23T21:00:00,2022-07-23T14:00:00,1658584800
75.0,171.0,2022-07-23:13,18.3,21.3,35.0,23.67,0.30000000000000004,2022-07-23T20:00:00,2022-07-23T13:00:00,1658581200
63.0,133.1,2022-07-23:12,15.0,24.0,27.0,18.0,0.0,2022-07-23T19:00:00,2022-07-23T12:00:00,1658577600
55.0,104.3,2022-07-23:11,10.3,30.7,21.7,14.33,0.0,2022-07-23T18:00:00,2022-07-23T11:00:00,1658574000
44.0,75.5,2022-07-23:10,5.7,37.3,16.3,10.67,0.0,2022-07-23T17:00:00,2022-07-23T10:00:00,1658570400
29.0,46.7,2022-07-23:09,1.0,44.0,11.0,7.0,0.0,2022-07-23T16:00:00,2022-07-23T09:00:00,1658566800
31.0,46.7,2022-07-23:08,1.0,44.7,11.3,7.33,0.30000000000000004,2022-07-23T15:00:00,2022-07-23T08:00:00,1658563200
32.0,46.7,2022-07-23:07,1.0,45.3,11.7,7.67,0.7000000000000001,2022-07-23T14:00:00,2022-07-23T07:00:00,1658559600
33.0,46.7,2022-07-23:06,1.0,46.0,12.0,8.0,1.0,2022-07-23T13:00:00,2022-07-23T06:00:00,1658556000
32.0,49.0,2022-07-23:05,1.0,46.3,12.0,7.67,1.3,2022-07-23T12:00:00,2022-07-23T05:00:00,1658552400
31.0,51.4,2022-07-23:04,1.0,46.7,12.0,7.33,1.7000000000000002,2022-07-23T11:00:00,2022-07-23T04:00:00,1658548800
29.0,53.7,2022-07-23:03,1.0,47.0,12.0,7.0,2.0,2022-07-23T10:00:00,2022-07-23T03:00:00,1658545200
51.0,94.9,2022-07-23:02,3.0,37.7,19.7,12.67,1.7000000000000002,2022-07-23T09:00:00,2022-07-23T02:00:00,1658541600
64.0,136.2,2022-07-23:01,5.0,28.3,27.3,18.33,1.3,2022-07-23T08:00:00,2022-07-23T01:00:00,1658538000
76.0,177.4,2022-07-23:00,7.0,19.0,35.0,24.0,1.0,2022-07-23T07:00:00,2022-07-23T00:00:00,1658534400
69.0,146.3,2022-07-22:23,5.3,25.0,31.0,21.0,1.3,2022-07-23T06:00:00,2022-07-22T23:00:00,1658530800
63.0,115.2,2022-07-22:22,3.7,31.0,27.0,18.0,1.7000000000000002,2022-07-23T05:00:00,2022-07-22T22:00:00,1658527200
56.0,84.0,2022-07-22:21,2.0,37.0,23.0,15.0,2.0,2022-07-23T04:00:00,2022-07-22T21:00:00,1658523600
58.0,91.8,2022-07-22:20,3.0,40.0,23.7,15.67,2.0,2022-07-23T03:00:00,2022-07-22T20:00:00,1658520000
59.0,99.6,2022-07-22:19,4.0,43.0,24.3,16.33,2.0,2022-07-23T02:00:00,2022-07-22T19:00:00,1658516400
61.0,107.4,2022-07-22:18,5.0,46.0,25.0,17.0,2.0,2022-07-23T01:00:00,2022-07-22T18:00:00,1658512800
66.0,133.3,2022-07-22:17,7.3,44.3,28.3,19.33,2.0,2022-07-23T00:00:00,2022-07-22T17:00:00,1658509200
71.0,159.1,2022-07-22:16,9.7,42.7,31.7,21.67,2.0,2022-07-22T23:00:00,2022-07-22T16:00:00,1658505600
76.0,185.0,2022-07-22:15,12.0,41.0,35.0,24.0,2.0,2022-07-22T22:00:00,2022-07-22T15:00:00,1658502000
70.0,166.3,2022-07-22:14,11.3,44.0,31.3,21.33,2.0,2022-07-22T21:00:00,2022-07-22T14:00:00,1658498400
64.0,147.7,2022-07-22:13,10.7,47.0,27.7,18.67,2.0,2022-07-22T20:00:00,2022-07-22T13:00:00,1658494800
59.0,129.0,2022-07-22:12,10.0,50.0,24.0,16.0,2.0,2022-07-22T19:00:00,2022-07-22T12:00:00,1658491200
56.0,111.7,2022-07-22:11,7.3,58.3,22.7,15.0,2.0,2022-07-22T18:00:00,2022-07-22T11:00:00,1658487600
54.0,94.3,2022-07-22:10,4.7,66.7,21.3,14.0,2.0,2022-07-22T17:00:00,2022-07-22T10:00:00,1658484000
52.0,77.0,2022-07-22:09,2.0,75.0,20.0,13.0,2.0,2022-07-22T16:00:00,2022-07-22T09:00:00,1658480400
62.0,86.4,2022-07-22:08,1.7000000000000002,86.0,27.3,17.67,3.7,2022-07-22T15:00:00,2022-07-22T08:00:00,1658476800
72.0,95.7,2022-07-22:07,1.3,97.0,34.7,22.33,5.3,2022-07-22T14:00:00,2022-07-22T07:00:00,1658473200
82.0,105.0,2022-07-22:06,1.0,108.0,42.0,27.0,7.0,2022-07-22T13:00:00,2022-07-22T06:00:00,1658469600
89.0,119.8,2022-07-22:05,1.3,115.0,47.3,30.0,12.0,2022-07-22T12:00:00,2022-07-22T05:00:00,1658466000
95.0,134.6,2022-07-22:04,1.7000000000000002,122.0,52.7,33.0,17.0,2022-07-22T11:00:00,2022-07-22T04:00:00,1658462400
102.0,149.4,2022-07-22:03,2.0,129.0,58.0,36.0,22.0,2022-07-22T10:00:00,2022-07-22T03:00:00,1658458800
121.0,218.1,2022-07-22:02,5.3,99.7,67.0,43.33,18.0,2022-07-22T09:00:00,2022-07-22T02:00:00,1658455200
141.0,286.7,2022-07-22:01,8.7,70.3,76.0,50.67,14.0,2022-07-22T08:00:00,2022-07-22T01:00:00,1658451600
153.0,355.4,2022-07-22:00,12.0,41.0,85.0,58.0,10.0,2022-07-22T07:00:00,2022-07-22T00:00:00,1658448000
153.0,316.3,2022-07-21:23,10.0,53.3,81.0,55.0,11.0,2022-07-22T06:00:00,2022-07-21T23:00:00,1658444400
145.0,277.2,2022-07-21:22,8.0,65.7,77.0,52.0,12.0,2022-07-22T05:00:00,2022-07-21T22:00:00,1658440800
137.0,238.1,2022-07-21:21,6.0,78.0,73.0,49.0,13.0,2022-07-22T04:00:00,2022-07-21T21:00:00,1658437200
147.0,265.5,2022-07-21:20,8.7,78.0,78.7,52.67,14.0,2022-07-22T03:00:00,2022-07-21T20:00:00,1658433600
151.0,293.0,2022-07-21:19,11.3,78.0,84.3,56.33,15.0,2022-07-22T02:00:00,2022-07-21T19:00:00,1658430000
156.0,320.4,2022-07-21:18,14.0,78.0,90.0,60.0,16.0,2022-07-22T01:00:00,2022-07-21T18:00:00,1658426400
156.0,329.2,2022-07-21:17,16.0,80.3,90.0,60.0,16.3,2022-07-22T00:00:00,2022-07-21T17:00:00,1658422800
156.0,337.9,2022-07-21:16,18.0,82.7,90.0,60.0,16.7,2022-07-21T23:00:00,2022-07-21T16:00:00,1658419200
156.0,346.7,2022-07-21:15,20.0,85.0,90.0,60.0,17.0,2022-07-21T22:00:00,2022-07-21T15:00:00,1658415600
154.0,304.8,2022-07-21:14,17.7,96.3,83.3,55.33,17.7,2022-07-21T21:00:00,2022-07-21T14:00:00,1658412000
141.0,263.0,2022-07-21:13,15.3,107.7,76.7,50.67,18.3,2022-07-21T20:00:00,2022-07-21T13:00:00,1658408400
129.0,221.2,2022-07-21:12,13.0,119.0,70.0,46.0,19.0,2022-07-21T19:00:00,2022-07-21T12:00:00,1658404800
117.0,193.9,2022-07-21:11,9.3,131.3,63.3,41.67,20.0,2022-07-21T18:00:00,2022-07-21T11:00:00,1658401200
105.0,166.7,2022-07-21:10,5.7,143.7,56.7,37.33,21.0,2022-07-21T17:00:00,2022-07-21T10:00:00,1658397600
95.0,139.5,2022-07-21:09,2.0,156.0,50.0,33.0,22.0,2022-07-21T16:00:00,2022-07-21T09:00:00,1658394000
94.0,136.4,2022-07-21:08,1.7000000000000002,149.7,48.7,32.33,21.7,2022-07-21T15:00:00,2022-07-21T08:00:00,1658390400
92.0,133.3,2022-07-21:07,1.3,143.3,47.3,31.67,21.3,2022-07-21T14:00:00,2022-07-21T07:00:00,1658386800
91.0,130.1,2022-07-21:06,1.0,137.0,46.0,31.0,21.0,2022-07-21T13:00:00,2022-07-21T06:00:00,1658383200
84.0,125.1,2022-07-21:05,1.3,125.7,41.3,27.67,17.7,2022-07-21T12:00:00,2022-07-21T05:00:00,1658379600
77.0,120.0,2022-07-21:04,1.7000000000000002,114.3,36.7,24.33,14.3,2022-07-21T11:00:00,2022-07-21T04:00:00,1658376000
69.0,115.0,2022-07-21:03,2.0,103.0,32.0,21.0,11.0,2022-07-21T10:00:00,2022-07-21T03:00:00,1658372400
74.0,126.8,2022-07-21:02,3.0,89.3,34.3,23.0,9.7,2022-07-21T09:00:00,2022-07-21T02:00:00,1658368800
78.0,138.7,2022-07-21:01,4.0,75.7,36.7,25.0,8.3,2022-07-21T08:00:00,2022-07-21T01:00:00,1658365200
82.0,150.6,2022-07-21:00,5.0,62.0,39.0,27.0,7.0,2022-07-21T07:00:00,2022-07-21T00:00:00,1658361600
85.0,160.7,2022-07-20:23,6.0,55.7,40.7,28.0,6.7,2022-07-21T06:00:00,2022-07-20T23:00:00,1658358000
87.0,170.8,2022-07-20:22,7.0,49.3,42.3,29.0,6.3,2022-07-21T05:00:00,2022-07-20T22:00:00,1658354400
89.0,180.9,2022-07-20:21,8.0,43.0,44.0,30.0,6.0,2022-07-21T04:00:00,2022-07-20T21:00:00,1658350800
87.0,189.1,2022-07-20:20,9.7,39.0,43.0,29.33,5.3,2022-07-21T03:00:00,2022-07-20T20:00:00,1658347200
86.0,197.3,2022-07-20:19,11.3,35.0,42.0,28.67,4.7,2022-07-21T02:00:00,2022-07-20T19:00:00,1658343600
85.0,205.4,2022-07-20:18,13.0,31.0,41.0,28.0,4.0,2022-07-21T01:00:00,2022-07-20T18:00:00,1658340000
84.0,205.0,2022-07-20:17,14.7,29.0,40.7,27.67,3.0,2022-07-21T00:00:00,2022-07-20T17:00:00,1658336400
83.0,204.6,2022-07-20:16,16.3,27.0,40.3,27.33,2.0,2022-07-20T23:00:00,2022-07-20T16:00:00,1658332800
82.0,204.3,2022-07-20:15,18.0,25.0,40.0,27.0,1.0,2022-07-20T22:00:00,2022-07-20T15:00:00,1658329200
77.0,177.8,2022-07-20:14,16.0,29.3,36.3,24.33,1.0,2022-07-20T21:00:00,2022-07-20T14:00:00,1658325600
71.0,151.3,2022-07-20:13,14.0,33.7,32.7,21.67,1.0,2022-07-20T20:00:00,2022-07-20T13:00:00,1658322000
65.0,124.9,2022-07-20:12,12.0,38.0,29.0,19.0,1.0,2022-07-20T19:00:00,2022-07-20T12:00:00,1658318400
61.0,103.5,2022-07-20:11,8.7,45.7,26.3,17.0,1.0,2022-07-20T18:00:00,2022-07-20T11:00:00,1658314800
56.0,82.1,2022-07-20:10,5.3,53.3,23.7,15.0,1.0,2022-07-20T17:00:00,2022-07-20T10:00:00,1658311200
52.0,60.7,2022-07-20:09,2.0,61.0,21.0,13.0,1.0,2022-07-20T16:00:00,2022-07-20T09:00:00,1658307600
56.0,62.8,2022-07-20:08,1.7000000000000002,68.3,23.7,14.67,1.0,2022-07-20T15:00:00,2022-07-20T08:00:00,1658304000
59.0,65.0,2022-07-20:07,1.3,75.7,26.3,16.33,1.0,2022-07-20T14:00:00,2022-07-20T07:00:00,1658300400
63.0,67.1,2022-07-20:06,1.0,83.0,29.0,18.0,1.0,2022-07-20T13:00:00,2022-07-20T06:00:00,1658296800
62.0,70.0,2022-07-20:05,1.0,87.0,28.3,17.33,2.0,2022-07-20T12:00:00,2022-07-20T05:00:00,1658293200
