aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
37.0,85.2,2023-09-25:00,8.0,46.0,14.0,9.0,88.0,2023-09-25T07:00:00,2023-09-25T00:00:00,1695600000
35.0,75.1,2023-09-24:23,7.0,43.0,13.3,8.33,67.7,2023-09-25T06:00:00,2023-09-24T23:00:00,1695596400
32.0,65.0,2023-09-24:22,6.0,40.0,12.7,7.67,47.3,2023-09-25T05:00:00,2023-09-24T22:00:00,1695592800
29.0,54.9,2023-09-24:21,5.0,37.0,12.0,7.0,27.0,2023-09-25T04:00:00,2023-09-24T21:00:00,1695589200
31.0,56.4,2023-09-24:20,5.3,37.3,12.0,7.33,28.3,2023-09-25T03:00:00,2023-09-24T20:00:00,1695585600
32.0,58.0,2023-09-24:19,5.7,37.7,12.0,7.67,29.7,2023-09-25T02:00:00,2023-09-24T19:00:00,1695582000
33.0,59.5,2023-09-24:18,6.0,38.0,12.0,8.0,31.0,2023-09-25T01:00:00,2023-09-24T18:00:00,1695578400
37.0,62.8,2023-09-24:17,6.0,41.7,13.7,9.0,31.7,2023-09-25T00:00:00,2023-09-24T17:00:00,1695574800
42.0,66.1,2023-09-24:16,6.0,45.3,15.3,10.0,32.3,2023-09-24T23:00:00,2023-09-24T16:00:00,1695571200
46.0,69.4,2023-09-24:15,6.0,49.0,17.0,11.0,33.0,2023-09-24T22:00:00,2023-09-24T15:00:00,1695567600
54.0,72.4,2023-09-24:14,5.3,56.3,21.3,13.67,30.7,2023-09-24T21:00:00,2023-09-24T14:00:00,1695564000
59.0,75.3,2023-09-24:13,4.7,63.7,25.7,16.33,28.3,2023-09-24T20:00:00,2023-09-24T13:00:00,1695560400
65.0,78.2,2023-09-24:12,4.0,71.0,30.0,19.0,26.0,2023-09-24T19:00:00,2023-09-24T12:00:00,1695556800
64.0,73.5,2023-09-24:11,3.0,81.7,29.3,18.67,26.7,2023-09-24T18:00:00,2023-09-24T11:00:00,1695553200
64.0,68.9,2023-09-24:10,2.0,92.3,28.7,18.33,27.3,2023-09-24T17:00:00,2023-09-24T10:00:00,1695549600
63.0,64.2,2023-09-24:09,1.0,103.0,28.0,18.0,28.0,2023-09-24T16:00:00,2023-09-24T09:00:00,1695546000
62.0,65.4,2023-09-24:08,1.0,108.0,27.3,17.67,34.0,2023-09-24T15:00:00,2023-09-24T08:00:00,1695542400
62.0,66.5,2023-09-24:07,1.0,113.0,26.7,17.33,40.0,2023-09-24T14:00:00,2023-09-24T07:00:00,1695538800
61.0,67.7,2023-09-24:06,1.0,118.0,26.0,17.0,46.0,2023-09-24T13:00:00,2023-09-24T06:00:00,1695535200
57.0,66.3,2023-09-24:05,2.0,105.7,23.7,15.33,53.3,2023-09-24T12:00:00,2023-09-24T05:00:00,1695531600
54.0,65.0,2023-09-24:04,3.0,93.3,21.3,13.67,60.7,2023-09-24T11:00:00,2023-09-24T04:00:00,1695528000
50.0,63.6,2023-09-24:03,4.0,81.0,19.0,12.0,68.0,2023-09-24T10:00:00,2023-09-24T03:00:00,1695524400
43.0,59.9,2023-09-24:02,4.0,67.7,16.3,10.33,52.0,2023-09-24T09:00:00,2023-09-24T02:00:00,1695520800
36.0,56.2,2023-09-24:01,4.0,54.3,13.7,8.67,36.0,2023-09-24T08:00:00,2023-09-24T01:00:00,1695517200
29.0,52.5,2023-09-24:00,4.0,41.0,11.0,7.0,20.0,2023-09-24T07:00:00,2023-09-24T00:00:00,1695513600
31.0,51.2,2023-09-23:23,3.7,39.7,11.7,7.33,16.3,2023-09-24T06:00:00,2023-09-23T23:00:00,1695510000
32.0,49.8,2023-09-23:22,3.3,38.3,12.3,7.67,12.7,2023-09-24T05:00:00,2023-09-23T22:00:00,1695506400
33.0,48.4,2023-09-23:21,3.0,37.0,13.0,8.0,9.0,2023-09-24T04:00:00,2023-09-23T21:00:00,1695502800
33.0,49.4,2023-09-23:20,3.3,36.3,13.0,8.0,8.0,2023-09-24T03:00:00,2023-09-23T20:00:00,1695499200
33.0,50.4,2023-09-23:19,3.7,35.7,13.0,8.0,7.0,2023-09-24T02:00:00,2023-09-23T19:00:00,1695495600
33.0,51.4,2023-09-23:18,4.0,35.0,13.0,8.0,6.0,2023-09-24T01:00:00,2023-09-23T18:00:00,1695492000
33.0,52.1,2023-09-23:17,4.0,37.0,13.3,8.0,6.3,2023-09-24T00:00:00,2023-09-23T17:00:00,1695488400
33.0,52.9,2023-09-23:16,4.0,39.0,13.7,8.0,6.7,2023-09-23T23:00:00,2023-09-23T16:00:00,1695484800
33.0,53.7,2023-09-23:15,4.0,41.0,14.0,8.0,7.0,2023-09-23T22:00:00,2023-09-23T15:00:00,1695481200
37.0,58.2,2023-09-23:14,3.7,54.0,15.3,9.0,11.3,2023-09-23T21:00:00,2023-09-23T14:00:00,1695477600
42.0,62.6,2023-09-23:13,3.3,67.0,16.7,10.0,15.7,2023-09-23T20:00:00,2023-09-23T13:00:00,1695474000
46.0,67.1,2023-09-23:12,3.0,80.0,18.0,11.0,20.0,2023-09-23T19:00:00,2023-09-23T12:00:00,1695470400
51.0,69.6,2023-09-23:11,2.7,96.3,20.0,12.33,28.3,2023-09-23T18:00:00,2023-09-23T11:00:00,1695466800
54.0,72.2,2023-09-23:10,2.3,112.7,22.0,13.67,36.7,2023-09-23T17:00:00,2023-09-23T10:00:00,1695463200
61.0,74.7,2023-09-23:09,2.0,129.0,24.0,15.0,45.0,2023-09-23T16:00:00,2023-09-23T09:00:00,1695459600
70.0,79.4,2023-09-23:08,2.0,136.3,23.7,14.67,57.7,2023-09-23T15:00:00,2023-09-23T08:00:00,1695456000
80.0,84.0,2023-09-23:07,2.0,143.7,23.3,14.33,70.3,2023-09-23T14:00:00,2023-09-23T07:00:00,1695452400
89.0,88.7,2023-09-23:06,2.0,151.0,23.0,14.0,83.0,2023-09-23T13:00:00,2023-09-23T06:00:00,1695448800
69.0,89.5,2023-09-23:05,3.7,135.0,22.7,14.0,90.3,2023-09-23T12:00:00,2023-09-23T05:00:00,1695445200
55.0,90.3,2023-09-23:04,5.3,119.0,22.3,14.0,97.7,2023-09-23T11:00:00,2023-09-23T04:00:00,1695441600
54.0,91.0,2023-09-23:03,7.0,103.0,22.0,14.0,105.0,2023-09-23T10:00:00,2023-09-23T03:00:00,1695438000
49.0,89.3,2023-09-23:02,7.7,86.3,18.7,11.67,89.3,2023-09-23T09:00:00,2023-09-23T02:00:00,1695434400
39.0,87.5,2023-09-23:01,8.3,69.7,15.3,9.33,73.7,2023-09-23T08:00:00,2023-09-23T01:00:00,1695430800
29.0,85.8,2023-09-23:00,9.0,53.0,12.0,7.0,58.0,2023-09-23T07:00:00,2023-09-23T00:00:00,1695427200
28.0,74.7,2023-09-22:23,7.0,51.3,11.3,6.67,43.3,2023-09-23T06:00:00,2023-09-22T23:00:00,1695423600
26.0,63.6,2023-09-22:22,5.0,49.7,10.7,6.33,28.7,2023-09-23T05:00:00,2023-09-22T22:00:00,1695420000
25.0,52.5,2023-09-22:21,3.0,48.0,10.0,6.0,14.0,2023-09-23T04:00:00,2023-09-22T21:00:00,1695416400
25.0,49.8,2023-09-22:20,2.7,48.7,10.0,6.0,11.0,2023-09-23T03:00:00,2023-09-22T20:00:00,1695412800
25.0,47.1,2023-09-22:19,2.3,49.3,10.0,6.0,8.0,2023-09-23T02:00:00,2023-09-22T19:00:00,1695409200
25.0,44.4,2023-09-22:18,2.0,50.0,10.0,6.0,5.0,2023-09-23T01:00:00,2023-09-22T18:00:00,1695405600
25.0,46.1,2023-09-22:17,2.3,49.3,10.0,6.0,5.3,2023-09-23T00:00:00,2023-09-22T17:00:00,1695402000
25.0,47.9,2023-09-22:16,2.7,48.7,10.0,6.0,5.7,2023-09-22T23:00:00,2023-09-22T16:00:00,1695398400
25.0,49.6,2023-09-22:15,3.0,48.0,10.0,6.0,6.0,2023-09-22T22:00:00,2023-09-22T15:00:00,1695394800
24.0,50.0,2023-09-22:14,3.0,49.0,9.3,5.67,6.3,2023-09-22T21:00:00,2023-09-22T14:00:00,1695391200
23.0,50.4,2023-09-22:13,3.0,50.0,8.7,5.33,6.7,2023-09-22T20:00:00,2023-09-22T13:00:00,1695387600
24.0,50.8,2023-09-22:12,3.0,51.0,8.0,5.0,7.0,2023-09-22T19:00:00,2023-09-22T12:00:00,1695384000
26.0,49.6,2023-09-22:11,2.3,56.0,9.0,5.67,6.0,2023-09-22T18:00:00,2023-09-22T11:00:00,1695380400
28.0,48.4,2023-09-22:10,1.7000000000000002,61.0,10.0,6.33,5.0,2023-09-22T17:00:00,2023-09-22T10:00:00,1695376800
31.0,47.3,2023-09-22:09,1.0,66.0,11.0,7.0,4.0,2023-09-22T16:00:00,2023-09-22T09:00:00,1695373200
30.0,45.7,2023-09-22:08,1.0,65.7,11.0,7.0,3.7,2023-09-22T15:00:00,2023-09-22T08:00:00,1695369600
30.0,44.2,2023-09-22:07,1.0,65.3,11.0,7.0,3.3,2023-09-22T14:00:00,2023-09-22T07:00:00,1695366000
30.0,42.6,2023-09-22:06,1.0,65.0,11.0,7.0,3.0,2023-09-22T13:00:00,2023-09-22T06:00:00,1695362400
30.0,44.4,2023-09-22:05,1.0,65.0,10.0,6.33,3.7,2023-09-22T12:00:00,2023-09-22T05:00:00,1695358800
30.0,46.1,2023-09-22:04,1.0,65.0,9.0,5.67,4.3,2023-09-22T11:00:00,2023-09-22T04:00:00,1695355200
30.0,47.9,2023-09-22:03,1.0,65.0,8.0,5.0,5.0,2023-09-22T10:00:00,2023-09-22T03:00:00,1695351600
28.0,50.0,2023-09-22:02,1.7000000000000002,59.7,8.3,5.33,7.0,2023-09-22T09:00:00,2023-09-22T02:00:00,1695348000
25.0,52.1,2023-09-22:01,2.3,54.3,8.7,5.67,9.0,2023-09-22T08:00:00,2023-09-22T01:00:00,1695344400
25.0,54.3,2023-09-22:00,3.0,49.0,9.0,6.0,11.0,2023-09-22T07:00:00,2023-09-22T00:00:00,1695340800
28.0,51.7,2023-09-21:23,2.7,49.7,10.3,6.67,8.3,2023-09-22T06:00:00,2023-09-21T23:00:00,1695337200
31.0,49.2,2023-09-21:22,2.3,50.3,11.7,7.33,5.7,2023-09-22T05:00:00,2023-09-21T22:00:00,1695333600
33.0,46.7,2023-09-21:21,2.0,51.0,13.0,8.0,3.0,2023-09-22T04:00:00,2023-09-21T21:00:00,1695330000
35.0,47.3,2023-09-21:20,2.0,50.3,13.3,8.33,3.3,2023-09-22T03:00:00,2023-09-21T20:00:00,1695326400
36.0,47.9,2023-09-21:19,2.0,49.7,13.7,8.67,3.7,2023-09-22T02:00:00,2023-09-21T19:00:00,1695322800
37.0,48.4,2023-09-21:18,2.0,49.0,14.0,9.0,4.0,2023-09-22T01:00:00,2023-09-21T18:00:00,1695319200
37.0,51.0,2023-09-21:17,2.3,48.3,14.0,9.0,5.0,2023-09-22T00:00:00,2023-09-21T17:00:00,1695315600
37.0,53.5,2023-09-21:16,2.7,47.7,14.0,9.0,6.0,2023-09-21T23:00:00,2023-09-21T16:00:00,1695312000
37.0,56.0,2023-09-21:15,3.0,47.0,14.0,9.0,7.0,2023-09-21T22:00:00,2023-09-21T15:00:00,1695308400
37.0,57.4,2023-09-21:14,3.0,48.0,14.3,9.0,6.3,2023-09-21T21:00:00,2023-09-21T14:00:00,1695304800
37.0,58.7,2023-09-21:13,3.0,49.0,14.7,9.0,5.7,2023-09-21T20:00:00,2023-09-21T13:00:00,1695301200
37.0,60.1,2023-09-21:12,3.0,50.0,15.0,9.0,5.0,2023-09-21T19:00:00,2023-09-21T12:00:00,1695297600
42.0,58.9,2023-09-21:11,2.3,58.7,16.7,10.0,9.0,2023-09-21T18:00:00,2023-09-21T11:00:00,1695294000
46.0,57.8,2023-09-21:10,1.7000000000000002,67.3,18.3,11.0,13.0,2023-09-21T17:00:00,2023-09-21T10:00:00,1695290400
50.0,56.6,2023-09-21:09,1.0,76.0,20.0,12.0,17.0,2023-09-21T16:00:00,2023-09-21T09:00:00,1695286800
54.0,60.7,2023-09-21:08,1.0,88.0,22.0,13.67,28.3,2023-09-21T15:00:00,2023-09-21T08:00:00,1695283200
57.0,64.8,2023-09-21:07,1.0,100.0,24.0,15.33,39.7,2023-09-21T14:00:00,2023-09-21T07:00:00,1695279600
61.0,68.9,2023-09-21:06,1.0,112.0,26.0,17.0,51.0,2023-09-21T13:00:00,2023-09-21T06:00:00,1695276000
61.0,72.0,2023-09-21:05,1.7000000000000002,109.0,26.0,17.0,65.3,2023-09-21T12:00:00,2023-09-21T05:00:00,1695272400
61.0,75.1,2023-09-21:04,2.3,106.0,26.0,17.0,79.7,2023-09-21T11:00:00,2023-09-21T04:00:00,1695268800
61.0,78.2,2023-09-21:03,3.0,103.0,26.0,17.0,94.0,2023-09-21T10:00:00,2023-09-21T03:00:00,1695265200
55.0,74.1,2023-09-21:02,4.0,82.0,21.7,14.33,83.7,2023-09-21T09:00:00,2023-09-21T02:00:00,1695261600
49.0,70.0,2023-09-21:01,5.0,61.0,17.3,11.67,73.3,2023-09-21T08:00:00,2023-09-21T01:00:00,1695258000
37.0,65.9,2023-09-21:00,6.0,40.0,13.0,9.0,63.0,2023-09-21T07:00:00,2023-09-21T00:00:00,1695254400
33.0,60.7,2023-09-20:23,5.0,39.0,12.0,8.0,46.3,2023-09-21T06:00:00,2023-09-20T23:00:00,1695250800
29.0,55.4,2023-09-20:22,4.0,38.0,11.0,7.0,29.7,2023-09-21T05:00:00,2023-09-20T22:00:00,1695247200
25.0,50.2,2023-09-20:21,3.0,37.0,10.0,6.0,13.0,2023-09-21T04:00:00,2023-09-20T21:00:00,1695243600
28.0,56.2,2023-09-20:20,3.7,39.0,11.0,6.67,18.7,2023-09-21T03:00:00,2023-09-20T20:00:00,1695240000
31.0,62.3,2023-09-20:19,4.3,41.0,12.0,7.33,24.3,2023-09-21T02:00:00,2023-09-20T19:00:00,1695236400
33.0,68.3,2023-09-20:18,5.0,43.0,13.0,8.0,30.0,2023-09-21T01:00:00,2023-09-20T18:00:00,1695232800
43.0,75.9,2023-09-20:17,5.7,47.3,16.0,10.33,34.3,2023-09-21T00:00:00,2023-09-20T17:00:00,1695229200
51.0,83.5,2023-09-20:16,6.3,51.7,19.0,12.67,38.7,2023-09-20T23:00:00,2023-09-20T16:00:00,1695225600
56.0,91.0,2023-09-20:15,7.0,56.0,22.0,15.0,43.0,2023-09-20T22:00:00,2023-09-20T15:00:00,1695222000
63.0,93.6,2023-09-20:14,7.0,69.3,27.0,18.0,45.7,2023-09-20T21:00:00,2023-09-20T14:00:00,1695218400
69.0,96.1,2023-09-20:13,7.0,82.7,32.0,21.0,48.3,2023-09-20T20:00:00,2023-09-20T13:00:00,1695214800
76.0,98.6,2023-09-20:12,7.0,96.0,37.0,24.0,51.0,2023-09-20T19:00:00,2023-09-20T12:00:00,1695211200
78.0,92.0,2023-09-20:11,5.7,118.7,38.7,25.0,61.7,2023-09-20T18:00:00,2023-09-20T11:00:00,1695207600
80.0,85.4,2023-09-20:10,4.3,141.3,40.3,26.0,72.3,2023-09-20T17:00:00,2023-09-20T10:00:00,1695204000
101.0,78.8,2023-09-20:09,3.0,164.0,42.0,27.0,83.0,2023-09-20T16:00:00,2023-09-20T09:00:00,1695200400
100.0,76.8,2023-09-20:08,2.7,161.0,42.0,27.33,90.7,2023-09-20T15:00:00,2023-09-20T08:00:00,1695196800
98.0,74.9,2023-09-20:07,2.3,158.0,42.0,27.67,98.3,2023-09-20T14:00:00,2023-09-20T07:00:00,1695193200
94.0,73.0,2023-09-20:06,2.0,155.0,42.0,28.0,106.0,2023-09-20T13:00:00,2023-09-20T06:00:00,1695189600
83.0,73.9,2023-09-20:05,3.7,141.7,41.0,27.33,124.0,2023-09-20T12:00:00,2023-09-20T05:00:00,1695186000
82.0,74.9,2023-09-20:04,5.3,128.3,40.0,26.67,142.0,2023-09-20T11:00:00,2023-09-20T04:00:00,1695182400
80.0,75.9,2023-09-20:03,7.0,115.0,39.0,26.0,160.0,2023-09-20T10:00:00,2023-09-20T03:00:00,1695178800
76.0,84.8,2023-09-20:02,8.0,98.0,36.0,24.0,151.0,2023-09-20T09:00:00,2023-09-20T02:00:00,1695175200
72.0,93.8,2023-09-20:01,9.0,81.0,33.0,22.0,142.0,2023-09-20T08:00:00,2023-09-20T01:00:00,1695171600
67.0,102.7,2023-09-20:00,10.0,64.0,30.0,20.0,133.0,2023-09-20T07:00:00,2023-09-20T00:00:00,1695168000
64.0,97.1,2023-09-19:23,9.3,61.7,28.0,18.67,124.3,2023-09-20T06:00:00,2023-09-19T23:00:00,1695164400
62.0,91.4,2023-09-19:22,8.7,59.3,26.0,17.33,115.7,2023-09-20T05:00:00,2023-09-19T22:00:00,1695160800
59.0,85.8,2023-09-19:21,8.0,57.0,24.0,16.0,107.0,2023-09-20T04:00:00,2023-09-19T21:00:00,1695157200
57.0,82.3,2023-09-19:20,8.0,56.3,22.7,15.33,104.0,2023-09-20T03:00:00,2023-09-19T20:00:00,1695153600
56.0,78.8,2023-09-19:19,8.0,55.7,21.3,14.67,101.0,2023-09-20T02:00:00,2023-09-19T19:00:00,1695150000
54.0,75.3,2023-09-19:18,8.0,55.0,20.0,14.0,98.0,2023-09-20T01:00:00,2023-09-19T18:00:00,1695146400
54.0,74.3,2023-09-19:17,7.7,48.3,19.7,13.67,81.0,2023-09-20T00:00:00,2023-09-19T17:00:00,1695142800
53.0,73.3,2023-09-19:16,7.3,41.7,19.3,13.33,64.0,2023-09-19T23:00:00,2023-09-19T16:00:00,1695139200
52.0,72.4,2023-09-19:15,7.0,35.0,19.0,13.0,47.0,2023-09-19T22:00:00,2023-09-19T15:00:00,1695135600
57.0,75.1,2023-09-19:14,6.3,43.3,22.7,15.33,38.7,2023-09-19T21:00:00,2023-09-19T14:00:00,1695132000
62.0,77.8,2023-09-19:13,5.7,51.7,26.3,17.67,30.3,2023-09-19T20:00:00,2023-09-19T13:00:00,1695128400
67.0,80.5,2023-09-19:12,5.0,60.0,30.0,20.0,22.0,2023-09-19T19:00:00,2023-09-19T12:00:00,1695124800
68.0,80.7,2023-09-19:11,4.0,79.0,31.0,20.33,26.7,2023-09-19T18:00:00,2023-09-19T11:00:00,1695121200
69.0,80.9,2023-09-19:10,3.0,98.0,32.0,20.67,31.3,2023-09-19T17:00:00,2023-09-19T10:00:00,1695117600
69.0,81.1,2023-09-19:09,2.0,117.0,33.0,21.0,36.0,2023-09-19T16:00:00,2023-09-19T09:00:00,1695114000
70.0,83.6,2023-09-19:08,2.0,123.7,33.3,21.33,40.7,2023-09-19T15:00:00,2023-09-19T08:00:00,1695110400
71.0,86.2,2023-09-19:07,2.0,130.3,33.7,21.67,45.3,2023-09-19T14:00:00,2023-09-19T07:00:00,1695106800
72.0,88.7,2023-09-19:06,2.0,137.0,34.0,22.0,50.0,2023-09-19T13:00:00,2023-09-19T06:00:00,1695103200
69.0,85.6,2023-09-19:05,2.3,123.0,32.0,20.67,48.3,2023-09-19T12:00:00,2023-09-19T05:00:00,1695099600
66.0,82.5,2023-09-19:04,2.7,109.0,30.0,19.33,46.7,2023-09-19T11:00:00,2023-09-19T04:00:00,1695096000
63.0,79.4,2023-09-19:03,3.0,95.0,28.0,18.0,45.0,2023-09-19T10:00:00,2023-09-19T03:00:00,1695092400
56.0,77.8,2023-09-19:02,4.0,76.7,23.0,14.67,36.7,2023-09-19T09:00:00,2023-09-19T02:00:00,1695088800
47.0,76.3,2023-09-19:01,5.0,58.3,18.0,11.33,28.3,2023-09-19T08:00:00,2023-09-19T01:00:00,1695085200
33.0,74.7,2023-09-19:00,6.0,40.0,13.0,8.0,20.0,2023-09-19T07:00:00,2023-09-19T00:00:00,1695081600
36.0,71.4,2023-09-18:23,5.7,40.0,13.7,8.67,20.0,2023-09-19T06:00:00,2023-09-18T23:00:00,1695078000
39.0,68.1,2023-09-18:22,5.3,40.0,14.3,9.33,20.0,2023-09-19T05:00:00,2023-09-18T22:00:00,1695074400
42.0,64.8,2023-09-18:21,5.0,40.0,15.0,10.0,20.0,2023-09-19T04:00:00,2023-09-18T21:00:00,1695070800
42.0,66.3,2023-09-18:20,5.3,39.0,15.0,10.0,21.0,2023-09-19T03:00:00,2023-09-18T20:00:00,1695067200
42.0,67.9,2023-09-18:19,5.7,38.0,15.0,10.0,22.0,2023-09-19T02:00:00,2023-09-18T19:00:00,1695063600
42.0,69.4,2023-09-18:18,6.0,37.0,15.0,10.0,23.0,2023-09-19T01:00:00,2023-09-18T18:00:00,1695060000
43.0,71.6,2023-09-18:17,6.3,36.0,15.7,10.33,21.3,2023-09-19T00:00:00,2023-09-18T17:00:00,1695056400
44.0,73.7,2023-09-18:16,6.7,35.0,16.3,10.67,19.7,2023-09-18T23:00:00,2023-09-18T16:00:00,1695052800
46.0,75.9,2023-09-18:15,7.0,34.0,17.0,11.0,18.0,2023-09-18T22:00:00,2023-09-18T15:00:00,1695049200
53.0,76.8,2023-09-18:14,6.3,39.7,20.7,13.33,18.0,2023-09-18T21:00:00,2023-09-18T14:00:00,1695045600
58.0,77.8,2023-09-18:13,5.7,45.3,24.3,15.67,18.0,2023-09-18T20:00:00,2023-09-18T13:00:00,1695042000
63.0,78.8,2023-09-18:12,5.0,51.0,28.0,18.0,18.0,2023-09-18T19:00:00,2023-09-18T12:00:00,1695038400
66.0,80.3,2023-09-18:11,4.0,73.0,30.0,19.33,23.3,2023-09-18T18:00:00,2023-09-18T11:00:00,1695034800
69.0,81.9,2023-09-18:10,3.0,95.0,32.0,20.67,28.7,2023-09-18T17:00:00,2023-09-18T10:00:00,1695031200
72.0,83.5,2023-09-18:09,2.0,117.0,34.0,22.0,34.0,2023-09-18T16:00:00,2023-09-18T09:00:00,1695027600
69.0,89.9,2023-09-18:08,2.0,130.7,32.3,21.0,50.0,2023-09-18T15:00:00,2023-09-18T08:00:00,1695024000
80.0,96.3,2023-09-18:07,2.0,144.3,30.7,20.0,66.0,2023-09-18T14:00:00,2023-09-18T07:00:00,1695020400
98.0,102.7,2023-09-18:06,2.0,158.0,29.0,19.0,82.0,2023-09-18T13:00:00,2023-09-18T06:00:00,1695016800
83.0,103.3,2023-09-18:05,2.3,146.7,28.3,18.67,96.3,2023-09-18T12:00:00,2023-09-18T05:00:00,1695013200
69.0,103.9,2023-09-18:04,2.7,135.3,27.7,18.33,110.7,2023-09-18T11:00:00,2023-09-18T04:00:00,1695009600
63.0,104.5,2023-09-18:03,3.0,124.0,27.0,18.0,125.0,2023-09-18T10:00:00,2023-09-18T03:00:00,1695006000
57.0,99.8,2023-09-18:02,4.0,101.7,23.3,15.33,117.0,2023-09-18T09:00:00,2023-09-18T02:00:00,1695002400
51.0,95.1,2023-09-18:01,5.0,79.3,19.7,12.67,109.0,2023-09-18T08:00:00,2023-09-18T01:00:00,1694998800
42.0,90.5,2023-09-18:00,6.0,57.0,16.0,10.0,101.0,2023-09-18T07:00:00,2023-09-18T00:00:00,1694995200
40.0,82.3,2023-09-17:23,5.7,53.3,15.3,9.67,81.3,2023-09-18T06:00:00,2023-09-17T23:00:00,1694991600
39.0,74.1,2023-09-17:22,5.3,49.7,14.7,9.33,61.7,2023-09-18T05:00:00,2023-09-17T22:00:00,1694988000
37.0,65.9,2023-09-17:21,5.0,46.0,14.0,9.0,42.0,2023-09-18T04:00:00,2023-09-17T21:00:00,1694984400
37.0,67.3,2023-09-17:20,5.3,45.3,14.7,9.0,40.7,2023-09-18T03:00:00,2023-09-17T20:00:00,1694980800
37.0,68.7,2023-09-17:19,5.7,44.7,15.3,9.0,39.3,2023-09-18T02:00:00,2023-09-17T19:00:00,1694977200
37.0,70.0,2023-09-17:18,6.0,44.0,16.0,9.0,38.0,2023-09-18T01:00:00,2023-09-17T18:00:00,1694973600
42.0,70.6,2023-09-17:17,6.3,44.0,17.0,10.0,38.0,2023-09-18T00:00:00,2023-09-17T17:00:00,1694970000
46.0,71.2,2023-09-17:16,6.7,44.0,18.0,11.0,38.0,2023-09-17T23:00:00,2023-09-17T16:00:00,1694966400
50.0,71.8,2023-09-17:15,7.0,44.0,19.0,12.0,38.0,2023-09-17T22:00:00,2023-09-17T15:00:00,1694962800
54.0,71.0,2023-09-17:14,6.0,48.3,21.3,13.67,30.0,2023-09-17T21:00:00,2023-09-17T14:00:00,1694959200
57.0,70.2,2023-09-17:13,5.0,52.7,23.7,15.33,22.0,2023-09-17T20:00:00,2023-09-17T13:00:00,1694955600
61.0,69.4,2023-09-17:12,4.0,57.0,26.0,17.0,14.0,2023-09-17T19:00:00,2023-09-17T12:00:00,1694952000
63.0,74.9,2023-09-17:11,3.3,78.3,27.7,18.0,23.7,2023-09-17T18:00:00,2023-09-17T11:00:00,1694948400
65.0,80.3,2023-09-17:10,2.7,99.7,29.3,19.0,33.3,2023-09-17T17:00:00,2023-09-17T10:00:00,1694944800
67.0,85.8,2023-09-17:09,2.0,121.0,31.0,20.0,43.0,2023-09-17T16:00:00,2023-09-17T09:00:00,1694941200
67.0,88.7,2023-09-17:08,2.0,126.3,30.7,19.67,46.0,2023-09-17T15:00:00,2023-09-17T08:00:00,1694937600
66.0,91.6,2023-09-17:07,2.0,131.7,30.3,19.33,49.0,2023-09-17T14:00:00,2023-09-17T07:00:00,1694934000
71.0,94.5,2023-09-17:06,2.0,137.0,30.0,19.0,52.0,2023-09-17T13:00:00,2023-09-17T06:00:00,1694930400
64.0,95.7,2023-09-17:05,2.3,130.0,28.7,18.33,61.3,2023-09-17T12:00:00,2023-09-17T05:00:00,1694926800
62.0,96.9,2023-09-17:04,2.7,123.0,27.3,17.67,70.7,2023-09-17T11:00:00,2023-09-17T04:00:00,1694923200
61.0,98.0,2023-09-17:03,3.0,116.0,26.0,17.0,80.0,2023-09-17T10:00:00,2023-09-17T03:00:00,1694919600
60.0,97.1,2023-09-17:02,4.0,96.3,25.7,16.67,73.7,2023-09-17T09:00:00,2023-09-17T02:00:00,1694916000
59.0,96.1,2023-09-17:01,5.0,76.7,25.3,16.33,67.3,2023-09-17T08:00:00,2023-09-17T01:00:00,1694912400
59.0,95.1,2023-09-17:00,6.0,57.0,25.0,16.0,61.0,2023-09-17T07:00:00,2023-09-17T00:00:00,1694908800
60.0,93.4,2023-09-16:23,6.0,58.7,25.7,16.67,63.0,2023-09-17T06:00:00,2023-09-16T23:00:00,1694905200
62.0,91.6,2023-09-16:22,6.0,60.3,26.3,17.33,65.0,2023-09-17T05:00:00,2023-09-16T22:00:00,1694901600
63.0,89.9,2023-09-16:21,6.0,62.0,27.0,18.0,67.0,2023-09-17T04:00:00,2023-09-16T21:00:00,1694898000
67.0,94.9,2023-09-16:20,6.3,64.3,29.3,19.67,67.7,2023-09-17T03:00:00,2023-09-16T20:00:00,1694894400
70.0,100.0,2023-09-16:19,6.7,66.7,31.7,21.33,68.3,2023-09-17T02:00:00,2023-09-16T19:00:00,1694890800
74.0,105.0,2023-09-16:18,7.0,69.0,34.0,23.0,69.0,2023-09-17T01:00:00,2023-09-16T18:00:00,1694887200
75.0,109.1,2023-09-16:17,7.0,74.3,35.3,23.67,64.3,2023-09-17T00:00:00,2023-09-16T17:00:00,1694883600
77.0,113.2,2023-09-16:16,7.0,79.7,36.7,24.33,59.7,2023-09-16T23:00:00,2023-09-16T16:00:00,1694880000
78.0,117.3,2023-09-16:15,7.0,85.0,38.0,25.0,55.0,2023-09-16T22:00:00,2023-09-16T15:00:00,1694876400
77.0,117.1,2023-09-16:14,6.7,96.0,37.3,24.33,53.7,2023-09-16T21:00:00,2023-09-16T14:00:00,1694872800
75.0,116.9,2023-09-16:13,6.3,107.0,36.7,23.67,52.3,2023-09-16T20:00:00,2023-09-16T13:00:00,1694869200
